,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
563,480723220260004,School,Elmwood High School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",162,95.7,,,,,,,8.0,8.0,,22.8,,176.0,94.0,,,7.1,13.4,5.0,,,,94.2,,,,15.5,,,,,10312.24,14185.25,537.3,502.8,27.5,37.5,32.5,2.5,2021
564,480723230260004,School,Dunlap High School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",1346,65.4,6.5,3.8,18.1,,,6.1,15.5,9.4,3.3,12.9,,176.0,91.5,13.0,0.9,1.4,23.9,5.0,,,,91.6,,,,20.7,,,,,7224.08,10247.72,558.6,564.2,20.0,19.4,37.2,23.4,2021
565,480723250260005,School,Peoria Heights High School,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",211,64.0,12.8,7.6,,,,15.2,19.9,15.2,,46.0,,176.0,92.0,32.0,14.2,,15.6,4.7,,,,68.5,,,,33.3,,,,,1745.25,11158.96,441.4,430.0,59.5,33.3,7.1,0.0,2021
566,480723260260005,School,Princeville High School,Princeville CUSD 326,Princeville,Peoria,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,Exemplary,All Students,"Eligible, but Not a Participan",344,87.8,,7.3,,,,,11.3,11.3,4.4,29.4,,176.0,95.1,19.0,5.4,,14.6,4.2,,,,93.9,,,,11.3,,,,,8251.31,14113.72,503.1,506.5,31.4,25.5,43.1,0.0,2021
567,480723270260008,School,Illini Bluffs High School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,253,92.1,,4.3,,,,,11.9,9.9,,24.5,,176.0,91.6,23.0,8.6,6.2,17.5,3.0,,,,86.6,,,,29.5,,,,,2653.98,13275.36,491.3,494.9,29.5,34.4,34.4,1.6,2021
568,490810300170001,School,United Twp High School,United Twp HSD 30,East Moline,Rock Island,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1743,48.4,18.4,27.3,1.9,,,3.4,19.3,14.1,9.5,56.6,,177.0,89.9,551.0,29.8,2.3,18.2,5.0,,,,93.9,,,,36.3,,,,,11335.86,12157.14,436.6,425.5,67.4,21.7,8.8,2.0,2021
569,490810400220001,School,Moline Sr High School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2100,53.0,8.6,30.0,2.4,,,5.9,15.6,12.0,8.4,40.4,,178.0,87.9,760.0,34.2,4.7,22.4,5.0,,,,94.8,,,,39.0,,,,,11687.72,12641.98,470.0,447.2,54.7,25.2,18.0,2.1,2021
570,490810410250001,School,Rock Island High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1707,40.2,29.1,17.8,5.3,,,7.5,18.2,14.9,9.4,64.4,,178.0,87.6,982.0,52.1,5.8,22.8,5.0,,,,95.7,,,,38.5,,,,,11027.56,13690.08,440.3,414.7,69.1,26.1,4.5,0.3,2021
571,490811000260001,School,Riverdale Sr High School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",317,90.5,,6.3,,,,,14.2,14.2,,20.5,,176.0,93.0,10.0,3.1,,17.6,5.0,,,,80.8,,,,23.5,,,,,8404.24,12094.67,502.2,481.0,37.8,35.4,22.0,4.9,2021
572,490812000260001,School,Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",424,88.7,,7.5,,,,3.1,14.6,10.1,,24.3,,176.0,89.4,58.0,13.2,,16.8,5.0,,,,81.0,,,,36.2,,,,,11485.55,14705.13,481.0,465.3,46.1,28.1,24.7,1.1,2021
573,490813000260001,School,Rockridge High School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",368,95.1,,,,,,,13.9,10.6,,16.0,,176.0,92.6,46.0,12.1,3.4,19.5,5.0,,,,90.1,,,,21.0,,,,,6757.92,10733.51,483.7,468.1,39.6,37.4,23.1,0.0,2021
574,500820090260003,School,Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,Commendable,All Students,Schoolwide Title I Program,226,67.7,16.8,,,,,9.7,24.8,24.8,,38.9,,176.0,90.1,32.0,12.9,,10.9,5.0,,,,86.7,,,,33.1,,,,,8226.0,12332.0,485.4,445.0,46.4,50.0,3.6,0.0,2021
575,500820190260001,School,Mascoutah High School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1203,72.2,10.1,8.1,1.8,,,7.4,17.8,12.3,1.1,16.7,,178.0,94.3,126.0,10.1,2.7,21.0,5.0,,,,93.3,,,,14.6,,,,,6371.0,10953.0,526.9,517.3,21.1,27.1,46.5,5.4,2021
576,500820400260001,School,Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,252,88.9,,,,,,6.3,19.8,17.5,,61.9,14.3,176.0,87.7,54.0,20.2,,13.3,5.0,,,,90.0,,,,47.6,,,,,9604.79,15847.52,433.0,446.5,48.7,23.1,25.6,2.6,2021
577,500820600260003,School,New Athens High School,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",136,96.3,,,,,,,18.4,18.4,,39.0,,176.0,95.2,,,,12.0,5.0,,,,89.8,,,,14.7,,,,,5297.03,13424.62,490.3,448.1,58.1,29.0,12.9,0.0,2021
578,500820770160001,School,Freeburg Community High Sch,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,677,93.8,,2.8,,,,1.5,15.1,10.6,,11.5,,176.0,95.0,27.0,3.8,4.2,20.1,5.0,,,,88.0,,,,10.3,,,,,7142.55,11139.77,518.8,498.9,30.4,31.1,36.5,2.0,2021
579,500821870260011,School,Cahokia High School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,804,3.6,88.4,2.9,,,,5.0,23.5,22.4,,91.5,6.8,176.0,78.3,749.0,82.4,8.6,24.7,5.0,,,,89.3,,,,74.3,,,,,12981.96,20642.32,410.3,385.0,85.6,13.8,0.6,0.0,2021
580,500821880220001,School,Lovejoy Technology Academy,Brooklyn UD 188,Lovejoy,Saint Clair,UNIT,SMALL,HIGH SCHOOL,9 - 12,,,Targeted Assistance Title I Pr,37,,97.3,,,,,,,,,97.3,,176.0,74.1,26.0,96.3,,3.6,5.0,,,,100.0,,,,85.7,,,,,14147.48,27389.86,,,,,,,2021
581,500821890220043,School,East St Louis Senior High School,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,LARGE,HIGH SCHOOL,9 - 12,Targeted,Children with Disabilities,Schoolwide Title I Program,1219,1.2,96.6,1.6,,,,,16.0,16.0,1.1,99.7,3.7,176.0,71.1,1337.0,92.3,7.2,20.0,3.6,,,,88.8,,,,86.6,,,,,13110.93,24146.63,389.2,370.0,91.1,8.5,0.4,0.0,2021
582,500821960260001,School,Dupo High School,Community Unit School District No 196,Dupo,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",254,82.7,4.3,,,,,8.7,19.3,18.5,,43.3,7.5,176.0,88.8,60.0,21.6,9.0,16.4,5.0,,,,87.7,,,,38.4,,,,,11983.42,16484.18,448.6,424.3,60.3,32.8,6.9,0.0,2021
583,500822010170001,School,Belleville High School-East,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2464,41.4,46.1,5.1,1.7,,,5.2,22.2,18.6,0.5,46.4,,176.0,93.0,414.0,15.6,2.7,19.9,5.0,,,,91.7,,,,23.7,,,,,9331.35,17283.7,481.0,462.2,47.8,26.7,21.6,3.8,2021
584,500822010170002,School,Belleville High School-West,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2095,47.6,43.1,4.7,0.7,,,3.4,24.3,19.7,0.7,51.0,3.7,176.0,91.6,401.0,17.2,1.7,20.1,5.0,,,,88.7,,,,29.5,,,,,10474.42,18426.77,464.6,449.1,54.5,26.6,16.2,2.7,2021
585,500822030170001,School,O Fallon High School,O Fallon Twp HSD 203,O Fallon,Saint Clair,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,Schoolwide Title I Program,2497,60.3,22.4,7.0,1.9,,,8.2,21.6,15.3,0.5,24.0,,177.0,93.7,151.0,5.8,2.7,22.3,3.9,,,,95.3,,,,17.1,,,,,8610.9,11963.49,518.9,501.9,36.7,23.9,31.2,8.1,2021
586,510652000260001,School,Greenview Jr/Sr High School,Greenview CUSD 200,Greenview,Menard,UNIT,SMALL,HIGH SCHOOL,6 - 12,Commendable,All Students,"Eligible, but Not a Participan",109,95.4,,,,,,,19.3,14.7,,35.8,,176.0,91.8,,,,7.4,5.0,,,,70.0,,,,28.6,,,,,0.0,15280.56,,,,,,,2021
587,510652020260001,School,Porta High School,Porta CUSD 202,Petersburg,Menard,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",423,94.3,,,,,,3.3,27.7,21.5,,37.8,,176.0,93.3,27.0,6.3,3.7,15.6,5.0,,,,86.4,,,,16.8,,,,,5522.13,15418.57,479.4,472.6,39.6,34.0,26.4,0.0,2021
588,510652130260001,School,Athens Sr High School,Athens CUSD 213,Athens,Menard,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",323,92.3,,,,,,,14.9,14.9,,31.3,,176.0,90.9,25.0,7.2,2.9,,5.0,,,,95.2,,,,31.6,,,,,5227.98,11718.42,485.7,456.3,44.1,36.8,17.6,1.5,2021
589,510840010260001,School,Tri-City High School,Tri City CUSD 1,Buffalo,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",166,92.2,,,,,,,24.1,22.3,,33.7,,176.0,90.3,30.0,17.9,,12.4,5.0,,,,84.2,,,,37.9,,,,,8511.09,12233.52,450.8,419.2,64.6,22.9,12.5,0.0,2021
590,51084003A260001,School,Rochester High School,Rochester CUSD 3A,Rochester,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",750,91.6,2.0,1.6,1.7,,,2.9,17.2,10.5,,14.9,,176.0,92.9,46.0,6.0,,22.3,2.5,,,,95.3,,,,19.0,,,,,4559.32,10836.74,503.0,478.9,39.1,32.2,25.9,2.9,2021
591,510840050260001,School,Glenwood High School,Ball Chatham CUSD 5,Chatham,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1471,77.2,5.9,4.8,5.2,,,6.9,18.4,8.8,1.5,19.9,,176.0,91.2,161.0,10.6,2.2,23.2,5.0,,,,88.8,,,,29.5,,,,,7377.34,10314.15,519.2,498.3,36.1,27.3,28.9,7.7,2021
592,510840080260001,School,Pleasant Plains High School,Pleasant Plains CUSD 8,Pleasant Plains,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",404,91.8,2.7,,,,,,19.3,9.7,,13.4,,176.0,92.5,10.0,2.5,2.6,19.4,2.5,,,,93.8,,,,21.7,,,,,9138.76,13183.9,485.9,470.6,42.5,36.8,20.7,0.0,2021
593,510840100260001,School,Auburn High School,Auburn CUSD 10,Auburn,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",388,90.7,,2.6,,,,6.2,25.8,19.6,,30.7,3.1,176.0,90.5,65.0,16.2,3.2,17.7,4.8,,,,86.4,,,,32.5,,,,,4840.19,10777.06,494.7,450.9,55.9,26.9,16.1,1.1,2021
594,510840110260001,School,Pawnee Jr/Sr High Sch,Pawnee CUSD 11,Pawnee,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,220,94.1,,,,,,,20.9,20.5,,27.3,,177.0,93.0,26.0,11.2,,12.7,3.0,,,,87.5,,,,19.0,,,,,6429.2,13428.61,466.6,426.3,65.7,20.0,11.4,2.9,2021
595,510840140260001,School,Riverton High School,Riverton CUSD 14,Riverton,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,367,88.3,3.8,2.7,,,,4.1,19.3,19.3,,44.7,2.7,177.0,90.6,59.0,14.6,8.5,11.7,4.7,,,,81.8,,,,31.9,,,,,8461.47,14662.43,465.6,441.6,53.7,26.8,18.3,1.2,2021
596,510840150260001,School,Williamsville High School,Williamsville CUSD 15,Williamsville,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",468,93.4,,2.4,,,,,14.7,10.3,,14.5,,176.0,92.7,11.0,2.3,,17.1,5.0,,,,95.6,,,,26.2,,,,,5283.85,10238.64,517.7,484.7,42.2,28.1,25.2,4.4,2021
597,510840160260001,School,New Berlin High School,New Berlin CUSD 16,New Berlin,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",252,94.8,,,,,,,14.7,9.5,,23.4,,176.0,94.4,,,,15.2,5.0,,,,82.9,,,,16.4,,,,,8064.57,13773.1,480.5,485.6,28.1,43.8,26.6,1.6,2021
598,510841860250001,School,Lanphier High School,Springfield SD 186,Springfield,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,Comprehensive,All Students,Schoolwide Title I Program,1143,43.5,39.2,2.1,,,,14.3,24.2,22.5,,63.6,,176.0,75.3,1000.0,80.0,6.6,17.9,3.4,,,,90.0,,,,78.1,,,,,5416.94,19045.16,436.3,413.1,72.2,19.9,7.9,0.0,2021
599,510841860250002,School,Springfield High School,Springfield SD 186,Springfield,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1470,51.6,29.0,4.6,5.3,,,9.3,15.2,11.2,1.8,31.3,,176.0,87.0,713.0,45.7,2.9,22.0,3.5,,,,90.9,,,,46.4,,,,,3706.58,17334.8,482.4,464.5,51.7,21.6,19.4,7.3,2021
600,510841860250003,School,Springfield Southeast High Sch,Springfield SD 186,Springfield,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1215,31.4,52.3,2.6,,,,12.9,22.1,20.3,,55.4,,176.0,82.3,784.0,58.6,9.4,18.1,3.8,,,,90.7,,,,63.6,,,,,6489.94,20118.16,441.8,427.4,67.8,17.6,13.4,1.1,2021
601,530601260260001,School,Havana High School,Havana CUSD 126,Havana,Mason,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,274,94.2,,,,,,3.6,20.8,19.0,,31.8,7.7,176.0,90.4,29.0,10.1,5.3,16.4,5.0,,,,90.7,,,,39.0,,,,,8874.8,13195.51,478.7,461.5,46.8,25.8,27.4,0.0,2021
602,530601890260001,School,Illini Central High School,Illini Central CUSD 189,Mason City,Mason,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,183,90.7,,,,,,,22.4,16.4,,43.2,6.0,176.0,90.3,39.0,19.9,,12.8,5.0,,,,94.1,,,,31.6,,,,,10117.06,15532.75,486.3,441.6,55.3,34.2,10.5,0.0,2021
603,530601910260001,School,Midwest Central High School,Midwest Central CUSD 191,Manito,Mason,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",277,96.0,,,,,,,17.7,13.7,,43.3,,177.0,87.1,27.0,9.3,7.9,18.2,5.0,,,,92.4,,,,46.8,,,,,11585.5,13713.72,472.4,445.4,54.2,28.8,13.6,3.4,2021
604,530903030160002,School,Pekin Community High School,Pekin CSD 303,Pekin,Tazewell,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1814,90.4,0.6,3.7,1.2,,,3.9,23.2,16.9,,47.1,0.7,176.0,84.4,688.0,36.1,3.8,18.9,4.9,,,,91.3,,,,51.4,,,,,11174.17,14000.72,471.4,471.1,39.1,36.0,23.6,1.3,2021
605,530903080160001,School,Washington Comm High School,Washington CHSD 308,Washington,Tazewell,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1464,87.3,1.8,4.4,1.5,,,4.7,13.3,9.4,,20.9,,176.0,91.6,210.0,13.9,4.2,22.7,5.0,,,,93.3,,,,25.5,,,,,12244.47,12244.47,528.4,525.5,23.6,29.2,37.2,10.0,2021
606,530903090160001,School,East Peoria High School,East Peoria CHSD 309,East Peoria,Tazewell,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,938,83.2,2.5,6.6,,,,7.0,21.5,14.8,,51.8,1.7,176.0,90.3,123.0,12.6,3.1,17.2,5.0,,,,90.3,,,,34.8,,,,,9437.42,14750.05,470.4,448.3,56.7,22.7,19.3,1.3,2021
607,530907010260001,School,Dee-Mack High School,Deer Creek-Mackinaw CUSD 701,Mackinaw,Tazewell,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",288,96.2,,,,,,,16.0,11.1,,25.0,,177.0,92.3,,,,15.8,5.0,,,,90.3,,,,26.4,,,,,538.0,12958.0,492.1,457.4,43.1,38.9,16.7,1.4,2021
608,530907020260001,School,Tremont High School,Tremont CUSD 702,Tremont,Tazewell,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,319,90.9,,4.4,,,,,20.1,14.4,,15.4,,176.0,92.8,,,,16.9,4.5,,,,94.0,,,,24.5,,,,,6975.75,12821.68,518.7,499.6,31.3,27.7,41.0,0.0,2021
609,530907030260001,School,Delavan High School,Delavan CUSD 703,Delavan,Tazewell,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",142,93.0,,,,,,,17.6,16.2,,29.6,,176.0,93.1,11.0,7.3,7.2,16.3,5.0,,,,82.9,,,,22.5,,,,,4769.32,13240.8,427.2,414.4,66.7,27.8,5.6,0.0,2021
610,530907090260006,School,Morton High School,Morton CUSD 709,Morton,Tazewell,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1044,89.8,2.0,3.4,2.2,,,2.3,17.9,11.8,,14.6,,176.0,91.8,51.0,4.7,1.7,22.6,5.0,,,,92.4,,,,25.4,,,,,8474.96,11909.02,520.1,500.7,31.3,26.1,31.7,10.9,2021
611,531020060260001,School,Fieldcrest High School,Fieldcrest CUSD 6,Minonk,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",279,85.3,,8.6,,,,,17.6,14.3,,48.7,,176.0,89.4,53.0,18.0,5.1,14.4,5.0,,,,89.3,,,,34.4,,,,,15380.7,19270.04,482.5,470.0,36.8,38.6,22.8,1.8,2021
612,531020110260001,School,El Paso-Gridley High School,El Paso-Gridley CUSD 11,El Paso,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,389,89.7,,5.1,,,,3.6,12.9,9.3,,36.2,,176.0,90.8,61.0,14.8,4.5,19.7,5.0,,,,89.4,,,,33.4,,,,,9712.7,13050.74,508.6,496.4,34.7,30.6,28.6,6.1,2021
613,531020210260001,School,Lowpoint-Washburn Jr Sr High Sch,Lowpoint-Washburn CUSD 21,Washburn,Woodford,UNIT,SMALL,HIGH SCHOOL,6 - 12,Commendable,All Students,Targeted Assistance Title I Pr,139,92.8,,,,,,,25.9,19.4,,49.6,,176.0,89.8,18.0,12.0,,10.1,4.5,,,,80.6,,,,37.3,,,,,5275.18,16857.01,462.9,422.9,70.6,17.6,11.8,0.0,2021
614,531020600260001,School,Roanoke-Benson High School,Roanoke Benson CUSD 60,Roanoke,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",130,93.8,,,,,,,17.7,16.2,,13.8,,176.0,93.8,,,,10.5,5.0,,,,95.1,,,,16.3,,,,,7964.42,15882.31,502.0,484.7,43.3,23.3,30.0,3.3,2021
615,531021220170001,School,Metamora High School,County of Woodford School,Metamora,Woodford,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,933,89.5,1.2,4.5,,,,4.3,19.5,11.5,,18.1,,176.0,91.8,21.0,2.2,1.5,19.0,5.0,,,,92.5,,,,26.7,,,,,10696.56,13700.73,513.7,517.7,28.1,23.7,38.6,9.6,2021
616,531021400260001,School,Eureka High School,Eureka CUD 140,Eureka,Woodford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",441,95.5,,2.5,,,,,15.0,10.2,,20.4,,176.0,94.3,32.0,6.9,,18.1,5.0,,,,91.8,,,,15.0,,,,,9521.59,11798.69,523.7,515.0,28.8,28.8,36.0,6.3,2021
617,540920020260004,School,Westville High School,Westville CUSD 2,Westville,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,354,87.9,,4.5,,,,5.1,18.4,15.0,,60.2,7.1,176.0,87.2,32.0,8.5,5.2,14.5,5.0,,,,86.0,,,,52.5,,,,,15213.99,19213.1,450.3,433.3,67.1,24.1,8.9,0.0,2021
618,540920040260004,School,Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,244,91.4,,,,,,4.5,25.0,22.5,,66.0,5.3,176.0,91.2,50.0,18.6,8.1,13.2,4.2,,,,86.9,,,,29.3,,,,,16736.18,17910.74,458.3,448.5,49.2,29.2,21.5,0.0,2021
619,540920110260005,School,Hoopeston Area High School,Hoopeston Area CUSD 11,Hoopeston,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,329,78.1,,17.0,,,,,22.2,17.0,,40.4,3.6,177.0,88.7,98.0,27.3,,14.7,5.0,,,,87.5,,,,44.0,,,,,16417.14,17078.86,460.7,442.1,56.7,32.8,10.4,0.0,2021
620,540920760260001,School,Oakwood High School,Oakwood CUSD 76,Fithian,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",290,91.4,,6.2,,,,,16.6,11.0,,45.5,,177.0,88.9,28.0,9.2,4.9,16.8,5.0,,,,86.0,,,,43.1,,,,,9963.4,10919.69,458.2,462.1,48.3,31.0,19.0,1.7,2021
621,540921180240022,School,Danville High School,Danville CCSD 118,Danville,Vermilion,UNIT,LARGE,HIGH SCHOOL,9 - 12,Targeted,Multiracial,Schoolwide Title I Program,1277,38.2,42.1,10.0,,,,9.1,24.0,13.9,2.7,69.6,,178.0,84.5,718.0,51.2,6.7,18.0,5.0,,,,85.7,,,,49.0,,,,,10735.03,18752.35,432.5,410.3,71.5,19.4,9.1,0.0,2021
622,540922250170001,School,Armstrong High School,Armstrong Twp HSD 225,Armstrong,Vermilion,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,135,91.9,,,,,,,11.9,11.9,,36.3,,176.0,89.6,24.0,16.9,6.9,9.8,5.0,,,,100.0,,,,45.1,,,,,11370.4,13648.85,472.2,460.8,41.7,33.3,25.0,0.0,2021
623,540925120260001,School,Salt Fork High School,Salt Fork Community Unit District  512,Catlin,Vermilion,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",241,92.5,,,,,,,14.1,11.2,,48.1,,176.0,93.0,19.0,7.7,,14.4,5.0,,,,95.3,,,,20.6,,,,,7625.45,14289.35,462.7,449.6,50.0,35.1,14.9,0.0,2021
624,540928000800001,School,Bismarck Henning Rossville Alvin Cooperative High School,Bismarck Henning Rossville Alvin Cooperative High School,Bismarck,Vermilion,HIGH SCHOOL,,HIGH SCHOOL,9 - 12,Commendable,All Students,Not a Participant in Title I P,357,87.7,,6.7,,,,4.2,19.9,16.2,,34.7,,,90.5,27.0,7.3,3.5,18.0,3.0,,,,44.2,,,,33.2,,,,,1510.87,11116.3,473.6,457.0,46.8,29.9,22.1,1.3,2021
625,540928000800001,School,Bismarck Henning Rossville Alvin Cooperative High School,Bismarck Henning Rossville Alvin Cooperative High School,Bismarck,Vermilion,HIGH SCHOOL,,HIGH SCHOOL,9 - 12,Commendable,All Students,Not a Participant in Title I P,357,87.7,,6.7,,,,4.2,19.9,16.2,,34.7,,,90.5,27.0,7.3,3.5,18.0,3.0,,,,44.2,,,,33.2,,,,,10752.25,11527.81,473.6,457.0,46.8,29.9,22.1,1.3,2021
