RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - EL,% Student Enrollment - IEP,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Total Per-Pupil Expenditures - Subtotal,$ Site-level Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
490810410250001,School,Rock Island High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",1594.0,45.9,30.9,13.4,6.0,0.2,0.3,3.5,17.9,8.9,15.2,58.5,0.9,176.0,85.8,58.1,7.5,23.4,92.0,57.0,5.0,45.5,53.7,69.3,75832.0,108889.0,39.9,36.5,13.0,1.6,11394.18,11205.84,448.6,435.7,55.5,29.1,14.3,1.1,2019
490811000260001,School,Riverdale Sr High School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",334.0,94.0,0.3,5.1,0.3,0.0,0.0,0.3,12.6,0.3,12.6,2.7,0.6,173.0,96.8,2.8,1.2,19.7,93.2,6.2,5.0,65.3,33.4,85.5,50670.0,93119.0,92.6,0.7,5.4,0.7,10956.0,7138.0,494.3,495.3,33.7,31.3,27.7,7.2,2019
490812000260001,School,Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,438.0,90.6,1.6,4.6,0.7,0.1,0.1,2.5,15.8,0.5,10.3,20.1,0.7,167.0,93.9,6.9,3.7,17.8,83.9,17.3,5.0,52.2,47.8,90.7,51515.0,98984.0,87.8,1.9,7.1,0.0,12910.7909,10782.2764,503.0,491.7,36.5,24.0,34.6,4.8,2019
490813000260001,School,Rockridge High School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",360.0,96.1,0.3,2.2,0.2,0.0,0.0,1.4,17.8,0.3,12.8,20.6,0.6,166.0,95.6,3.5,2.3,18.7,98.6,10.6,5.0,44.7,52.5,63.4,56631.0,110627.0,94.4,1.6,0.8,0.0,10006.3896,4495.3432,502.1,491.4,25.0,42.4,30.4,2.2,2019
500820090260003,School,Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,274.0,72.3,16.1,1.1,9.1,0.4,0.7,0.4,21.5,0.4,20.8,42.3,4.4,175.0,95.0,2.6,5.0,13.5,93.9,12.3,4.3,58.8,40.5,59.7,58196.0,95451.0,67.5,23.6,1.6,3.3,11604.31,7774.85,472.4,454.1,48.3,34.5,13.8,3.4,2019
500820190260001,School,Mascoutah High School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,1086.0,72.1,12.7,7.6,2.1,0.8,0.7,3.9,17.8,0.7,12.7,21.5,0.2,175.0,94.6,4.1,5.6,23.2,93.9,12.9,5.0,39.0,61.0,73.5,53352.0,96162.0,71.9,14.2,6.1,1.5,10867.0,6426.0,538.1,540.6,11.4,34.8,43.9,9.8,2019
500820400260001,School,Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,250.0,93.6,0.4,1.2,0.0,0.0,0.0,4.8,16.4,0.0,15.2,59.6,7.6,174.0,93.3,12.4,2.2,13.6,83.9,20.0,5.0,53.2,46.8,82.3,46145.0,90739.0,88.7,2.6,0.9,0.0,11411.81,8109.96,458.0,477.1,41.5,29.3,17.1,12.2,2019
500820600260003,School,New Athens High School,New Athens CUSD 60,New Athens,Saint Clair,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",148.0,95.3,2.7,0.7,0.2,0.0,0.2,1.4,7.4,0.7,7.4,31.8,9.5,174.0,94.6,9.4,1.8,16.9,96.0,16.2,4.8,45.9,54.1,100.0,49375.0,95523.0,92.5,3.8,1.3,0.0,11846.493384133,9440.762839505,490.0,456.4,44.4,46.7,4.4,4.4,2019
500820770160001,School,Freeburg Community High Sch,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,654.0,95.0,0.5,1.7,0.5,0.0,0.3,2.1,11.0,0.2,11.0,14.1,0.3,175.0,95.1,5.1,1.9,24.3,94.5,10.7,5.0,25.8,74.2,95.0,62099.0,110448.0,88.8,1.3,5.0,0.0,11010.8812,8215.6641,528.5,531.8,17.2,29.3,46.6,6.9,2019
500821870260011,School,Cahokia High School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,HIGH SCHOOL, 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,772.0,5.2,90.5,1.8,0.0,0.1,0.1,2.2,24.4,0.8,23.4,91.2,7.3,175.0,85.4,63.7,11.8,21.1,93.4,60.4,5.0,54.0,44.6,53.5,61638.0,96929.0,8.2,87.6,1.2,0.0,22617.91,11999.18,404.4,388.0,79.9,18.7,1.5,0.0,2019
500821880220001,School,Lovejoy Technology Academy,Brooklyn UD 188,Lovejoy,Saint Clair,UNIT,HIGH SCHOOL, 9 10 11 12,,,Schoolwide Title I Program,38.0,0.0,94.7,0.0,0.0,0.0,0.0,5.3,5.9,0.0,5.9,100.0,21.1,177.0,86.1,76.3,10.4,7.9,100.0,56.3,5.0,62.5,37.5,75.0,52158.0,118909.0,0.0,100.0,0.0,0.0,14178.8,7349.1,356.0,372.0,,,,,2019
50082189022001C,School,SIU Charter Sch of East St Louis,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,CHARTER SCH, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,113.0,0.9,96.5,0.9,0.0,0.9,0.1,0.9,8.8,0.9,8.8,97.3,1.8,175.0,88.0,70.0,4.9,14.9,92.3,50.6,2.0,43.5,55.3,63.7,62209.0,97845.0,2.7,95.7,1.1,0.1,11996.3276,11228.5478,405.9,380.5,82.9,11.4,5.7,0.0,2019
500821890220043,School,East St Louis Senior High School,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1089.0,0.8,98.1,0.6,0.0,0.1,0.1,0.4,15.3,0.3,15.2,97.2,6.1,175.0,78.6,94.0,9.9,23.2,81.4,90.7,3.0,43.5,55.3,63.7,62209.0,97845.0,2.7,95.7,1.1,0.1,15959.7635,10605.6579,405.0,386.7,81.2,17.7,1.1,0.0,2019
500821960260001,School,Dupo High School,Dupo CUSD 196,Dupo,Saint Clair,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",264.0,88.3,2.3,2.3,0.8,0.1,0.4,6.1,15.9,0.4,15.9,51.5,8.7,174.0,92.2,12.6,9.5,18.4,86.0,26.7,5.0,58.1,41.9,80.5,47822.0,94447.0,85.4,6.2,1.7,0.0,8679.64,6183.88,467.9,462.3,38.3,36.7,25.0,0.0,2019
500822010170001,School,Belleville High School-East,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,2392.0,46.3,40.1,4.7,1.1,0.2,0.1,7.6,18.4,0.3,18.4,44.5,0.8,174.0,89.7,13.1,4.8,20.1,90.3,31.1,5.0,32.7,66.9,89.3,71256.0,133397.0,42.1,49.2,4.4,0.2,13357.51,10097.11,490.1,488.9,37.4,29.8,26.2,6.6,2019
500822010170002,School,Belleville High School-West,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,2159.0,52.3,38.8,3.9,0.6,0.2,0.1,4.1,19.5,0.3,19.5,49.1,4.9,174.0,85.9,12.3,3.9,23.5,92.5,44.0,5.0,32.7,66.9,89.3,71256.0,133397.0,42.1,49.2,4.4,0.2,12907.57,9755.93,477.8,472.3,44.2,29.7,21.0,5.1,2019
500822030170001,School,O Fallon High School,O Fallon Twp HSD 203,O Fallon,Saint Clair,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,2401.0,64.8,19.3,5.6,2.0,0.1,0.1,8.1,18.9,0.5,13.5,23.6,0.7,176.0,94.3,6.0,2.2,23.7,94.3,13.9,3.3,26.7,71.8,87.7,64169.0,116202.0,56.8,30.9,4.8,0.6,10504.8532,10066.3691,533.3,540.3,21.0,24.4,39.7,15.0,2019
510652000260001,School,Greenview Jr/Sr High School,Greenview CUSD 200,Greenview,Menard,UNIT,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",109.0,94.5,0.0,0.9,0.0,0.9,0.0,3.7,17.4,0.0,17.4,41.3,0.0,168.0,97.7,0.0,8.5,11.6,77.8,,5.0,55.5,44.5,59.8,42940.0,69587.0,94.9,0.0,0.0,0.0,9186.0,8611.0,457.1,455.7,,,,,2019
510652020260001,School,Porta High School,Porta CUSD 202,Petersburg,Menard,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",469.0,93.6,1.3,0.9,0.9,0.0,0.9,2.6,29.2,0.0,23.0,37.7,0.2,174.0,94.7,3.8,4.6,14.5,87.6,16.4,5.0,52.0,46.9,84.0,46485.0,94730.0,92.6,2.1,1.2,0.0,10436.6364,5966.225,500.5,484.1,31.8,38.8,28.2,1.2,2019
510652130260001,School,Athens Sr High School,Athens CUSD 213,Athens,Menard,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",321.0,97.2,0.3,0.6,0.3,0.1,0.0,1.6,12.8,0.1,11.8,25.2,0.1,175.0,93.6,2.7,3.2,11.9,91.5,19.6,5.0,66.7,33.3,84.1,45565.0,98122.0,89.2,2.7,1.6,2.2,9175.2508,4209.3922,484.6,476.4,40.6,34.8,24.6,0.0,2019
510840010260001,School,Tri-City High School,Tri City CUSD 1,Buffalo,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",150.0,92.7,2.0,0.7,0.2,0.7,0.0,4.0,22.7,0.0,22.7,34.7,0.7,174.0,93.2,8.6,2.6,12.1,73.8,19.3,5.0,82.8,17.2,67.9,43018.0,93621.0,89.6,2.6,1.7,0.0,11742.8644,7741.3608,446.6,456.3,42.9,42.9,11.4,2.9,2019
51084003A260001,School,Rochester High School,Rochester CUSD 3A,Rochester,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",801.0,92.8,1.6,0.9,0.9,0.0,0.1,3.7,10.5,0.5,10.5,11.1,0.2,175.0,94.3,2.4,1.9,24.9,86.8,14.1,2.5,50.0,50.0,90.4,50566.0,88776.0,90.9,2.3,1.0,2.3,8857.714,4137.4993,531.0,511.8,19.0,43.4,34.4,3.2,2019
510840050260001,School,Glenwood High School,Ball Chatham CUSD 5,Chatham,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1395.0,78.6,5.2,4.5,5.2,0.0,0.1,6.5,17.6,0.9,9.7,19.1,0.9,174.0,93.4,7.6,2.9,24.1,89.7,18.1,3.6,53.5,46.1,77.3,52706.0,92139.0,69.5,10.6,4.6,4.6,9020.56,6712.39,531.2,534.8,18.6,31.8,37.9,11.6,2019
510840080260001,School,Pleasant Plains High School,Pleasant Plains CUSD 8,Pleasant Plains,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",420.0,91.7,2.1,2.1,2.4,0.5,0.5,1.2,11.2,0.1,6.0,12.6,0.1,172.0,97.6,1.6,3.6,20.6,93.2,3.8,2.5,59.6,40.4,66.4,68443.0,111233.0,93.0,0.8,3.1,0.8,12284.57,9414.19,539.8,530.3,15.6,43.3,31.1,10.0,2019
510840100260001,School,Auburn High School,Auburn CUSD 10,Auburn,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",414.0,95.2,0.5,1.0,0.0,0.0,0.1,3.4,11.1,0.0,10.6,32.1,3.6,173.0,93.7,15.3,3.1,20.2,88.2,20.5,4.9,57.7,41.1,73.6,47145.0,93241.0,90.6,1.7,2.8,0.0,11589.7161,5137.8067,499.3,468.0,39.2,33.3,25.5,2.0,2019
510840110260001,School,Pawnee Jr/Sr High Sch,Pawnee CUSD 11,Pawnee,Sangamon,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,255.0,94.9,1.6,0.2,0.4,0.0,0.0,3.1,19.6,0.0,19.6,30.2,1.6,175.0,97.1,6.4,3.7,14.4,84.7,19.2,3.0,60.4,39.6,86.8,51374.0,96850.0,91.1,1.6,0.0,0.8,10478.84,6993.98,501.5,453.0,42.5,47.5,10.0,0.0,2019
510840140260001,School,Riverton High School,Riverton CUSD 14,Riverton,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",403.0,91.6,2.5,1.2,1.0,0.7,0.7,2.2,15.6,0.1,15.6,48.1,8.7,176.0,91.6,6.6,4.8,20.7,76.2,31.8,5.0,68.7,31.3,77.7,51870.0,80309.0,89.0,5.8,1.3,0.3,8403.0,6146.0,483.9,490.7,28.0,48.4,17.2,6.5,2019
510840150260001,School,Williamsville High School,Williamsville CUSD 15,Williamsville,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",447.0,94.2,1.6,0.9,0.2,0.0,0.2,2.9,13.2,0.2,11.0,11.2,0.3,175.0,95.8,1.4,0.2,18.1,94.4,11.5,5.0,52.3,46.6,81.5,50214.0,94957.0,93.5,1.5,0.0,1.0,9313.0,4916.0,535.1,535.9,13.3,46.9,28.6,11.2,2019
510840160260001,School,New Berlin High School,New Berlin CUSD 16,New Berlin,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",273.0,93.8,0.4,0.7,0.4,0.0,0.1,4.8,12.1,0.0,12.1,27.5,0.4,173.0,94.9,5.7,2.1,19.7,82.2,15.0,5.0,51.2,48.8,50.4,49696.0,91563.0,94.2,0.0,2.5,0.0,9599.48,6224.75,528.4,511.4,20.0,45.7,28.6,5.7,2019
510841860250001,School,Lanphier High School,Springfield SD 186,Springfield,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,1132.0,48.6,38.4,2.4,0.2,0.1,0.1,10.2,18.6,0.1,18.6,63.4,0.9,175.0,86.5,51.5,11.7,19.0,84.9,57.7,4.1,46.6,53.3,74.9,61186.0,104584.0,37.6,46.4,2.7,0.7,13248.0,8441.0,425.5,427.2,55.5,27.3,12.5,1.8,2019
510841860250002,School,Springfield High School,Springfield SD 186,Springfield,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",1477.0,53.2,28.0,4.3,4.4,0.1,0.1,10.1,11.2,1.9,11.2,31.7,0.5,175.0,93.5,19.0,4.4,21.8,90.3,21.6,2.8,46.6,53.3,74.9,61186.0,104584.0,37.6,46.4,2.7,0.7,11094.0,7217.0,516.8,509.8,32.2,31.9,23.8,12.1,2019
510841860250003,School,Springfield Southeast High Sch,Springfield SD 186,Springfield,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1229.0,36.9,51.1,2.8,0.5,0.1,0.2,8.5,17.9,0.2,17.8,56.4,1.1,175.0,88.0,40.6,6.0,19.9,87.1,50.0,4.0,46.6,53.3,74.9,61186.0,104584.0,37.6,46.4,2.7,0.7,13685.0,8647.0,447.2,428.1,64.3,21.6,12.2,1.9,2019
510841860250004,School,Springfield Learning Academy,Springfield SD 186,Springfield,Sangamon,UNIT,HIGH SCHOOL, 9 10 11 12,,,,129.0,31.8,59.7,1.6,2.3,0.1,0.1,7.0,32.6,1.4,32.6,71.3,0.8,175.0,64.6,100.0,19.4,7.6,83.9,100.0,5.0,46.6,53.3,74.9,61186.0,104584.0,37.6,46.4,2.7,0.7,15665.0,2485.0,381.4,362.3,78.9,10.5,0.0,0.0,2019
530601260260001,School,Havana High School,Havana CUSD 126,Havana,Mason,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,266.0,96.6,0.3,0.0,0.2,0.0,0.1,3.4,10.9,0.0,10.5,38.0,0.3,175.0,95.8,3.8,5.4,15.6,75.0,8.7,5.0,34.6,63.8,87.9,51277.0,92596.0,96.1,0.6,0.0,0.0,12137.4,8397.98,497.1,472.6,40.0,38.5,16.9,4.6,2019
530601890260001,School,Illini Central High School,Illini Central CUSD 189,Mason City,Mason,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,179.0,92.7,0.1,2.2,0.1,0.1,0.6,4.5,22.9,0.0,18.4,49.2,2.8,174.0,93.3,15.3,6.2,12.8,81.1,23.7,5.0,65.7,34.3,63.9,44606.0,79944.0,96.1,0.0,1.3,0.0,13144.6044,8925.8547,478.6,426.8,61.1,30.6,8.3,0.0,2019
530601910260001,School,Midwest Central High School,Midwest Central CUSD 191,Manito,Mason,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",319.0,95.9,1.6,1.6,0.6,0.0,0.0,0.3,15.4,0.0,11.6,48.3,2.2,176.0,93.5,8.6,5.1,20.6,90.6,20.6,5.0,57.7,42.3,69.2,50858.0,87483.0,95.9,2.1,1.4,0.0,10652.78,9123.7,475.6,467.0,41.7,34.7,23.6,0.0,2019
530903030160002,School,Pekin Community High School,Pekin CSD 303,Pekin,Tazewell,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1821.0,91.1,0.7,3.0,0.9,0.0,0.4,4.0,19.1,0.3,13.7,44.9,0.5,176.0,90.4,24.3,5.0,19.9,89.2,34.2,4.6,54.8,42.7,79.7,50136.0,77977.0,92.9,0.7,1.5,0.4,11851.48,8106.89,475.6,491.7,31.0,38.2,27.7,3.1,2019
530903080160001,School,Washington Comm High School,Washington CHSD 308,Washington,Tazewell,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,1366.0,90.4,0.6,3.5,1.4,0.0,0.1,4.0,13.0,0.3,9.4,21.5,0.2,175.0,95.5,4.7,2.8,22.3,93.4,10.3,5.0,38.6,60.2,88.8,59632.0,96358.0,86.8,0.0,4.9,0.0,13132.9415,13132.9415,518.9,523.9,22.5,35.5,31.1,10.9,2019
530903090160001,School,East Peoria High School,East Peoria CHSD 309,East Peoria,Tazewell,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,974.0,85.0,2.6,6.0,1.0,0.2,0.4,4.8,19.4,0.3,15.4,49.1,2.9,175.0,93.1,9.2,3.7,18.5,91.7,23.9,5.0,35.1,64.9,79.3,57260.0,89824.0,84.8,3.5,5.8,0.0,15942.0,11908.0,464.3,471.4,43.9,33.5,17.6,5.0,2019
530907010260001,School,Dee-Mack High School,Deer Creek-Mackinaw CUSD 701,Mackinaw,Tazewell,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",341.0,95.6,0.6,2.1,0.1,0.2,0.2,1.8,17.3,0.0,12.0,22.0,0.6,175.0,93.7,0.9,2.0,19.1,90.0,16.5,5.0,60.0,40.0,83.6,46215.0,84225.0,93.1,0.0,3.8,0.0,10861.0,6853.0,526.7,521.2,17.8,37.0,41.1,4.1,2019
530907020260001,School,Tremont High School,Tremont CUSD 702,Tremont,Tazewell,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",336.0,91.7,1.5,3.9,0.9,0.0,0.0,2.1,14.0,0.6,14.0,13.1,0.3,176.0,96.5,0.0,2.0,19.7,88.7,6.0,4.0,34.2,64.2,88.9,55912.0,94436.0,87.1,6.4,2.9,0.7,9394.09,6559.17,520.7,520.2,17.0,43.2,31.8,8.0,2019
530907030260001,School,Delavan High School,Delavan CUSD 703,Delavan,Tazewell,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",141.0,93.6,2.1,3.5,0.7,0.0,0.2,0.2,13.5,0.7,13.5,26.2,1.4,175.0,95.4,0.7,5.8,15.2,87.9,14.0,5.0,64.7,35.3,80.2,42315.0,87583.0,92.5,6.6,0.9,0.0,10576.11,4741.34,528.8,520.8,23.1,46.2,19.2,11.5,2019
530907090260006,School,Morton High School,Morton CUSD 709,Morton,Tazewell,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,959.0,90.4,1.8,3.3,1.9,0.0,0.2,2.6,15.7,0.3,11.5,14.3,0.5,173.0,94.2,1.1,1.6,22.6,90.6,12.8,5.0,43.7,56.3,47.6,55695.0,99826.0,88.3,3.8,1.9,1.5,11609.5434,8475.9262,555.8,564.5,9.5,30.6,43.2,16.7,2019
531020060260001,School,Fieldcrest High School,Fieldcrest CUSD 6,Minonk,Woodford,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",326.0,85.3,0.6,5.2,0.9,0.3,0.0,7.7,16.6,0.3,16.0,37.4,0.2,170.0,94.1,16.2,3.7,15.6,93.3,20.6,5.0,48.6,51.4,81.1,56227.0,92299.0,83.3,0.0,6.3,0.0,13749.22,10533.01,498.4,495.4,27.1,47.1,22.9,2.9,2019
531020110260001,School,El Paso-Gridley High School,El Paso-Gridley CUSD 11,El Paso,Woodford,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,368.0,90.2,1.4,5.2,0.0,0.0,0.5,2.7,13.3,0.3,10.3,29.9,0.3,174.0,90.7,11.5,3.1,19.9,88.5,38.8,5.0,48.6,51.4,61.5,52359.0,103013.0,90.9,0.7,4.2,0.0,10574.0612,7848.9004,530.3,488.4,25.0,43.5,30.4,1.1,2019
531020210260001,School,Lowpoint-Washburn Jr Sr High Sch,Lowpoint-Washburn CUSD 21,Washburn,Woodford,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",145.0,92.4,0.7,3.4,0.0,0.0,0.0,3.4,13.8,0.0,13.8,50.3,0.0,172.0,93.6,6.8,2.8,13.8,85.0,19.0,5.0,59.1,37.2,74.4,48765.0,111267.0,98.2,0.0,0.0,0.0,13835.01,7896.02,479.4,458.8,51.5,39.4,9.1,0.0,2019
531020600260001,School,Roanoke-Benson High School,Roanoke Benson CUSD 60,Roanoke,Woodford,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",163.0,98.2,1.2,0.6,0.0,0.0,0.0,1.2,13.5,0.0,13.5,21.5,1.2,174.0,95.2,8.1,2.8,12.8,93.0,12.5,5.0,55.7,44.3,84.5,54222.0,120964.0,88.3,3.9,2.6,0.0,12749.2881,6575.0103,527.4,512.9,28.9,34.2,31.6,5.3,2019
531021220170001,School,Metamora High School,County of Woodford School,Metamora,Woodford,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,990.0,91.8,1.1,2.5,0.9,0.0,0.1,3.6,9.4,0.3,9.4,16.1,0.1,175.0,95.5,3.7,2.1,21.8,90.2,10.8,5.0,33.6,64.9,86.1,67158.0,102129.0,81.5,4.6,5.6,0.9,13383.2215,13383.2215,525.4,539.9,23.3,24.2,36.4,16.1,2019
531021400260001,School,Eureka High School,Eureka CUD 140,Eureka,Woodford,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,469.0,94.9,0.2,2.6,0.9,0.0,0.0,1.5,12.8,0.4,9.8,16.0,0.4,175.0,95.9,2.3,3.3,20.0,88.2,6.7,5.0,40.9,58.1,79.9,63012.0,97496.0,88.4,1.3,5.2,1.9,9867.82,8386.49,546.7,545.0,14.8,29.5,44.3,11.5,2019
540920020260004,School,Westville High School,Westville CUSD 2,Westville,Vermilion,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,374.0,90.4,0.3,4.5,0.3,0.0,0.3,4.3,17.9,0.0,17.1,53.5,2.1,174.0,92.7,9.8,5.3,15.1,86.7,29.7,3.0,68.3,31.7,73.7,46556.0,93242.0,89.6,2.2,2.2,0.0,10275.04,7333.36,445.5,423.5,62.2,27.0,9.5,1.4,2019
540920040260004,School,Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,285.0,87.4,3.5,1.1,0.0,0.4,0.0,7.7,17.9,0.5,15.4,56.8,1.8,174.0,92.7,25.7,5.6,14.7,80.3,27.7,4.5,67.6,32.4,76.8,44308.0,74779.0,89.4,4.5,1.0,0.0,12035.7426,9854.7699,466.6,431.9,55.2,37.3,7.5,0.0,2019
540920110260005,School,Hoopeston Area High School,Hoopeston Area CUSD 11,Hoopeston,Vermilion,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",328.0,79.3,1.2,15.9,0.3,0.3,0.3,3.0,18.0,0.6,16.2,96.6,1.8,174.0,90.6,19.8,6.5,13.1,86.8,34.8,5.0,65.3,34.1,80.2,46682.0,75010.0,78.8,0.4,13.5,0.4,12768.848487454,9324.838392086,463.5,433.1,60.3,26.5,13.2,0.0,2019
540920760260001,School,Oakwood High School,Oakwood CUSD 76,Fithian,Vermilion,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",303.0,85.1,2.3,5.9,1.0,0.0,0.0,5.6,7.9,1.3,7.9,35.3,1.7,174.0,94.0,5.2,1.8,18.6,72.9,19.9,3.5,71.0,29.0,86.8,40224.0,78887.0,90.8,1.7,3.4,0.0,9343.0,0.0,474.7,463.5,44.9,32.1,21.8,1.3,2019
