School Name,District Name,Reading/Writing Score,Math Score,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Harmony School Of Endeavor Austin,Harmony Science Academy (Austin),510.0,512.0,<50,<50,100.0,<25,19.5,<25,34.1,Texas,30.4703847,-97.7867179,13415 Ranch Road 620 North,78717,Williamson County,Austin,48491,"13415 Ranch Road 620 North, Austin, Texas, 78717",020409,48491020409,2020.0,20409.0,Williamson County,Texas,236.0,19.0,96.0,94.0,27.0,3625.0,0.0,231.0,467.0,752.0,267.0,1222.0,686.0,8.1,40.7,39.8,11.4,0.0,6.4,12.9,20.7,7.4,33.7,18.9,2212.0,96106.0,103002.0,4716.0,1144.0,24.3,3572.0,75.7,2822.0,59.8,218.0,4.6,0.0,0.0,369.0,7.8,0.0,0.0,0.0,0.0,163.0,3.5
Harmony School Of Excellence - Aus,Harmony Science Academy (Austin),495.0,497.0,<75,<75,100.0,<25,20.3,<25,31.3,Texas,30.2104418,-97.74674519999999,2100 East Saint Elmo Road,78744,Travis County,Austin,48453,"2100 East Saint Elmo Road, Austin, Texas, 78744",002411,48453002411,2020.0,2411.0,Travis County,Texas,812.0,273.0,368.0,132.0,39.0,3754.0,1003.0,531.0,1166.0,469.0,198.0,320.0,67.0,33.6,45.3,16.3,4.8,26.7,14.1,31.1,12.5,5.3,8.5,1.8,1641.0,50250.0,100986.0,6316.0,5401.0,85.5,915.0,14.5,383.0,6.1,497.0,7.9,17.0,0.3,4.0,0.1,0.0,0.0,14.0,0.2,0.0,0.0
Cedars Academy Next Generation H S,Cedars International Academy,518.0,492.0,<25,<25,100.0,<25,15.8,<25,21.1,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
Kipp Austin Collegiate,Kipp Texas Public Schools,598.0,538.0,<175,<25,4.7,<25,37.5,<25,62.5,Texas,30.267153,-97.7430608,,N/A,Travis County,Austin,48453,,001103,48453001103,2020.0,1103.0,Travis County,Texas,155.0,0.0,0.0,34.0,121.0,2983.0,53.0,156.0,87.0,675.0,74.0,869.0,1069.0,0.0,0.0,21.9,78.1,1.8,5.2,2.9,22.6,2.5,29.1,35.8,2131.0,147596.0,179115.0,3157.0,598.0,18.9,2559.0,81.1,2407.0,76.2,97.0,3.1,0.0,0.0,18.0,0.6,0.0,0.0,0.0,0.0,37.0,1.2
Kipp Austin Brave,Kipp Texas Public Schools,613.0,599.0,<150,<25,6.8,<25,55.6,<25,88.9,Texas,30.267153,-97.7430608,,N/A,Travis County,Austin,48453,,001103,48453001103,2020.0,1103.0,Travis County,Texas,155.0,0.0,0.0,34.0,121.0,2983.0,53.0,156.0,87.0,675.0,74.0,869.0,1069.0,0.0,0.0,21.9,78.1,1.8,5.2,2.9,22.6,2.5,29.1,35.8,2131.0,147596.0,179115.0,3157.0,598.0,18.9,2559.0,81.1,2407.0,76.2,97.0,3.1,0.0,0.0,18.0,0.6,0.0,0.0,0.0,0.0,37.0,1.2
Kipp Houston H S,Kipp Texas Public Schools,493.0,492.0,157,163,100.0,12,7.4,46,28.2,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
Kipp Generations Collegiate,Kipp Texas Public Schools,474.0,465.0,132,134,100.0,7,5.2,22,16.4,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
Kipp Northeast College Preparatory,Kipp Texas Public Schools,508.0,470.0,<125,<25,3.8,<25,25.0,<25,25.0,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
Kipp Sunnyside H S,Kipp Texas Public Schools,450.0,448.0,<125,<125,100.0,<25,3.8,<25,10.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
Kipp University Prep H S,Kipp Texas Public Schools,480.0,449.0,171,184,100.0,11,6.0,27,14.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
The East Austin College Prep At Ml,Promesa Public Schools,463.0,436.0,<75,<75,98.4,<25,6.7,<25,10.0,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
Austin Achieve H S,Austin Achieve Public Schools,425.0,435.0,<100,<25,2.4,<25,,<25,,Texas,30.3259708,-97.6774454,7424 East Highway 290,78723,Travis County,Austin,48453,"7424 East Highway 290, Austin, Texas, 78723",033000,48453033000,2020.0,33000.0,Travis County,Texas,521.0,161.0,100.0,154.0,106.0,5165.0,89.0,34.0,906.0,1116.0,526.0,1771.0,723.0,30.9,19.2,29.6,20.3,1.7,0.7,17.5,21.6,10.2,34.3,14.0,2655.0,95508.0,112229.0,6917.0,1840.0,26.6,5077.0,73.4,4689.0,67.8,71.0,1.0,0.0,0.0,210.0,3.0,0.0,0.0,0.0,0.0,107.0,1.5
The Excel Center (For Adults),The Excel Center (For Adults),,,<125,<25,1.0,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2020.0,950100.0,Runnels County,Texas,94.0,45.0,31.0,18.0,0.0,925.0,49.0,26.0,298.0,206.0,66.0,252.0,28.0,47.9,33.0,19.1,0.0,5.3,2.8,32.2,22.3,7.1,27.2,3.0,518.0,58182.0,84798.0,1210.0,172.0,14.2,1038.0,85.8,978.0,80.8,32.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3
Austin H S,Austin ISD,565.0,544.0,<525,<525,99.4,<200,36.2,<300,56.2,Texas,30.2735577,-97.7667348,1715 West Cesar Chavez Street,78703,Travis County,Austin,48453,"1715 West Cesar Chavez Street, Austin, Texas, 78703",001200,48453001200,2020.0,1200.0,Travis County,Texas,382.0,82.0,16.0,82.0,202.0,5353.0,18.0,62.0,185.0,396.0,65.0,2911.0,1716.0,21.5,4.2,21.5,52.9,0.3,1.2,3.5,7.4,1.2,54.4,32.1,3757.0,119205.0,155785.0,6143.0,435.0,7.1,5708.0,92.9,4738.0,77.1,12.0,0.2,0.0,0.0,532.0,8.7,0.0,0.0,57.0,0.9,369.0,6.0
Navarro Early College H S,Austin ISD,429.0,440.0,<275,<275,98.8,<25,4.3,<50,10.9,Texas,30.3609061,-97.70773349999999,1201 Payton Gin Road,78758,Travis County,Austin,48453,"1201 Payton Gin Road, Austin, Texas, 78758",040100,48453040100,2020.0,40100.0,Travis County,Texas,327.0,71.0,208.0,19.0,29.0,3150.0,646.0,247.0,740.0,633.0,72.0,614.0,198.0,21.7,63.6,5.8,8.9,20.5,7.8,23.5,20.1,2.3,19.5,6.3,1819.0,36268.0,53397.0,4648.0,3233.0,69.6,1415.0,30.4,1019.0,21.9,272.0,5.9,0.0,0.0,84.0,1.8,0.0,0.0,0.0,0.0,40.0,0.9
McCallum H S,Austin ISD,570.0,560.0,398,425,100.0,182,42.8,275,64.7,Texas,30.3255451,-97.73037409999999,5600 Sunshine Drive,78756,Travis County,Austin,48453,"5600 Sunshine Drive, Austin, Texas, 78756",000205,48453000205,2020.0,204.0,Travis County,Texas,251.0,26.0,38.0,52.0,135.0,3674.0,6.0,13.0,313.0,500.0,228.0,1754.0,860.0,10.4,15.1,20.7,53.8,0.2,0.4,8.5,13.6,6.2,47.7,23.4,2384.0,79280.0,89701.0,4046.0,854.0,21.1,3192.0,78.9,2658.0,65.7,103.0,2.5,13.0,0.3,307.0,7.6,0.0,0.0,0.0,0.0,111.0,2.7
Northeast Early College H S,Austin ISD,433.0,427.0,<250,<200,85.3,<25,1.5,<25,10.2,Texas,30.3224789,-97.6898391,7104 Berkman Drive,78752,Travis County,Austin,48453,"7104 Berkman Drive, Austin, Texas, 78752",040200,48453040200,2020.0,40200.0,Travis County,Texas,191.0,8.0,120.0,63.0,0.0,2180.0,271.0,246.0,486.0,680.0,11.0,365.0,121.0,4.2,62.8,33.0,0.0,12.4,11.3,22.3,31.2,0.5,16.7,5.6,1379.0,41649.0,63644.0,3059.0,1368.0,44.7,1691.0,55.3,598.0,19.5,1040.0,34.0,20.0,0.7,33.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
Travis Early College H S,Austin ISD,430.0,428.0,<250,<225,89.2,<25,2.7,<50,11.3,Texas,30.2329676,-97.74418539999999,1211 East Oltorf Street,78704,Travis County,Austin,48453,"1211 East Oltorf Street, Austin, Texas, 78704",002323,48453002323,2020.0,2323.0,Travis County,Texas,1216.0,12.0,337.0,842.0,25.0,3062.0,169.0,62.0,533.0,465.0,93.0,1216.0,524.0,1.0,27.7,69.2,2.1,5.5,2.0,17.4,15.2,3.0,39.7,17.1,1740.0,52770.0,84999.0,4703.0,1853.0,39.4,2850.0,60.6,2159.0,45.9,373.0,7.9,5.0,0.1,112.0,2.4,0.0,0.0,9.0,0.2,192.0,4.1
Crockett Ec H S,Austin ISD,474.0,455.0,318,322,100.0,28,8.7,73,22.7,Texas,30.213196,-97.79669129999999,5601 Menchaca Road,78745,Travis County,Austin,48453,"5601 Menchaca Road, Austin, Texas, 78745",030400,48453030400,2020.0,30400.0,Travis County,Texas,274.0,30.0,75.0,66.0,103.0,3784.0,95.0,46.0,684.0,650.0,221.0,1309.0,779.0,10.9,27.4,24.1,37.6,2.5,1.2,18.1,17.2,5.8,34.6,20.6,2150.0,88614.0,105439.0,4586.0,1602.0,34.9,2984.0,65.1,2719.0,59.3,60.0,1.3,0.0,0.0,41.0,0.9,0.0,0.0,28.0,0.6,136.0,3.0
Anderson H S,Austin ISD,588.0,584.0,520,505,97.1,265,52.5,346,68.5,Texas,30.3761432,-97.75335770000001,8403 Mesa Drive,78759,Travis County,Austin,48453,"8403 Mesa Drive, Austin, Texas, 78759",030200,48453030200,2020.0,30200.0,Travis County,Texas,547.0,19.0,0.0,206.0,322.0,3857.0,21.0,46.0,455.0,473.0,135.0,1541.0,1186.0,3.5,0.0,37.7,58.9,0.5,1.2,11.8,12.3,3.5,40.0,30.7,2677.0,71573.0,105786.0,5507.0,774.0,14.1,4733.0,85.9,4371.0,79.4,50.0,0.9,0.0,0.0,124.0,2.3,0.0,0.0,0.0,0.0,188.0,3.4
Bowie H S,Austin ISD,577.0,580.0,617,633,100.0,282,44.5,439,69.4,Texas,30.1876535,-97.8584973,4103 West Slaughter Lane,78749,Travis County,Austin,48453,"4103 West Slaughter Lane, Austin, Texas, 78749",031300,48453031300,2020.0,31300.0,Travis County,Texas,203.0,22.0,55.0,61.0,65.0,3473.0,27.0,39.0,391.0,744.0,146.0,1560.0,566.0,10.8,27.1,30.0,32.0,0.8,1.1,11.3,21.4,4.2,44.9,16.3,1839.0,106250.0,124928.0,4502.0,805.0,17.9,3697.0,82.1,2711.0,60.2,183.0,4.1,0.0,0.0,565.0,12.5,0.0,0.0,0.0,0.0,238.0,5.3
Lbj Ec H S,Austin ISD,422.0,412.0,<175,<175,93.3,<25,,<25,4.6,Texas,30.22879349999999,-97.76340189999999,,N/A,Travis County,N/A,48453,,001308,48453001308,2020.0,1308.0,Travis County,Texas,305.0,16.0,35.0,144.0,110.0,2711.0,69.0,36.0,534.0,344.0,94.0,1159.0,475.0,5.2,11.5,47.2,36.1,2.5,1.3,19.7,12.7,3.5,42.8,17.5,1723.0,75754.0,99247.0,3337.0,1166.0,34.9,2171.0,65.1,1912.0,57.3,95.0,2.8,0.0,0.0,145.0,4.3,0.0,0.0,0.0,0.0,19.0,0.6
Garza Independence H S,Austin ISD,538.0,496.0,<75,<50,55.7,<25,30.8,<25,41.0,Texas,30.2773348,-97.7212642,1600 Chicon Street,78702,Travis County,Austin,48453,"1600 Chicon Street, Austin, Texas, 78702",000803,48453000803,2020.0,802.0,Travis County,Texas,256.0,7.0,7.0,144.0,98.0,2688.0,101.0,44.0,188.0,492.0,190.0,1187.0,486.0,2.7,2.7,56.3,38.3,3.8,1.6,7.0,18.3,7.1,44.2,18.1,1416.0,77051.0,99037.0,3144.0,495.0,15.7,2649.0,84.3,1634.0,52.0,831.0,26.4,0.0,0.0,93.0,3.0,0.0,0.0,0.0,0.0,91.0,2.9
Akins H S,Austin ISD,465.0,461.0,589,609,100.0,49,8.0,134,22.0,Texas,30.1487015,-97.8017043,10701 South 1st Street,78748,Travis County,Austin,48453,"10701 South 1st Street, Austin, Texas, 78748",002407,48453002407,2020.0,2407.0,Travis County,Texas,417.0,0.0,154.0,144.0,119.0,5483.0,259.0,188.0,1230.0,956.0,421.0,1776.0,653.0,0.0,36.9,34.5,28.5,4.7,3.4,22.4,17.4,7.7,32.4,11.9,2945.0,77817.0,89617.0,7485.0,2272.0,30.4,5213.0,69.6,4655.0,62.2,339.0,4.5,12.0,0.2,128.0,1.7,0.0,0.0,0.0,0.0,79.0,1.1
Lasa H S,Austin ISD,711.0,712.0,<350,<350,100.0,<325,97.6,<350,99.7,Texas,30.2572057,-97.6819854,1012 Arthur Stiles Road,78721,Travis County,Austin,48453,"1012 Arthur Stiles Road, Austin, Texas, 78721",002111,48453002111,2020.0,2111.0,Travis County,Texas,442.0,27.0,217.0,123.0,75.0,3870.0,457.0,329.0,780.0,833.0,79.0,836.0,556.0,6.1,49.1,27.8,17.0,11.8,8.5,20.2,21.5,2.0,21.6,14.4,1994.0,61786.0,82751.0,5325.0,3558.0,66.8,1767.0,33.2,1324.0,24.9,278.0,5.2,0.0,0.0,58.0,1.1,0.0,0.0,0.0,0.0,107.0,2.0
Eastside Memorial Ec H S,Austin ISD,406.0,404.0,<100,<100,91.5,<25,1.3,<25,1.3,Texas,30.2688727,-97.70935740000002,900 Thompson Street,78702,Travis County,Austin,48453,"900 Thompson Street, Austin, Texas, 78702",000802,48453000802,2020.0,802.0,Travis County,Texas,237.0,0.0,58.0,141.0,38.0,2826.0,109.0,274.0,541.0,756.0,51.0,820.0,275.0,0.0,24.5,59.5,16.0,3.9,9.7,19.1,26.8,1.8,29.0,9.7,1419.0,44339.0,73017.0,4354.0,1336.0,30.7,3018.0,69.3,1481.0,34.0,1475.0,33.9,0.0,0.0,22.0,0.5,0.0,0.0,0.0,0.0,40.0,0.9
Richards Sch For Young Women Leade,Austin ISD,581.0,560.0,106,108,100.0,41,38.0,69,63.9,Texas,30.22879349999999,-97.76340189999999,,N/A,Travis County,N/A,48453,,001308,48453001308,2020.0,1308.0,Travis County,Texas,305.0,16.0,35.0,144.0,110.0,2711.0,69.0,36.0,534.0,344.0,94.0,1159.0,475.0,5.2,11.5,47.2,36.1,2.5,1.3,19.7,12.7,3.5,42.8,17.5,1723.0,75754.0,99247.0,3337.0,1166.0,34.9,2171.0,65.1,1912.0,57.3,95.0,2.8,0.0,0.0,145.0,4.3,0.0,0.0,0.0,0.0,19.0,0.6
Pflugerville H S,Pflugerville ISD,504.0,507.0,<450,<450,99.8,<100,21.0,<175,38.5,Texas,30.44474869999999,-97.6326749,1301 West Pecan Street,78660,Travis County,Pflugerville,48453,"1301 West Pecan Street, Pflugerville, Texas, 78660",044500,48453044500,2020.0,44500.0,Travis County,Texas,632.0,25.0,489.0,118.0,0.0,3304.0,17.0,38.0,1330.0,918.0,114.0,508.0,379.0,4.0,77.4,18.7,0.0,0.5,1.2,40.3,27.8,3.5,15.4,11.5,1563.0,79540.0,101806.0,5011.0,1185.0,23.6,3826.0,76.4,1401.0,28.0,1628.0,32.5,33.0,0.7,634.0,12.7,0.0,0.0,71.0,1.4,59.0,1.2
John B Connally H S,Pflugerville ISD,473.0,464.0,<400,<400,100.0,<50,8.2,<100,23.0,Texas,30.4198617,-97.6761163,13212 North Lamar Boulevard,78753,Travis County,Austin,48453,"13212 North Lamar Boulevard, Austin, Texas, 78753",042100,48453042100,2020.0,42100.0,Travis County,Texas,105.0,0.0,23.0,76.0,6.0,4003.0,96.0,217.0,592.0,846.0,156.0,1313.0,783.0,0.0,21.9,72.4,5.7,2.4,5.4,14.8,21.1,3.9,32.8,19.6,2163.0,68425.0,90103.0,5099.0,1373.0,26.9,3726.0,73.1,1743.0,34.2,980.0,19.2,0.0,0.0,609.0,11.9,0.0,0.0,0.0,0.0,394.0,7.7
Hendrickson H S,Pflugerville ISD,540.0,530.0,480,504,100.0,135,26.8,249,49.4,Texas,30.4646214,-97.58822980000001,19201 Colorado Sand Drive,78660,Travis County,Pflugerville,48453,"19201 Colorado Sand Drive, Pflugerville, Texas, 78660",046900,48453046900,2020.0,46900.0,Travis County,Texas,87.0,23.0,0.0,0.0,64.0,4523.0,97.0,146.0,656.0,1167.0,727.0,1251.0,479.0,26.4,0.0,0.0,73.6,2.1,3.2,14.5,25.8,16.1,27.7,10.6,2425.0,123667.0,150506.0,6579.0,1461.0,22.2,5118.0,77.8,3788.0,57.6,818.0,12.4,9.0,0.1,390.0,5.9,0.0,0.0,0.0,0.0,113.0,1.7
Weiss H S,Pflugerville ISD,500.0,490.0,407,436,100.0,81,18.6,152,34.9,Texas,30.4291442,-97.56574520000001,5201 Wolf Pack Drive,78660,Travis County,Pflugerville,48453,"5201 Wolf Pack Drive, Pflugerville, Texas, 78660",042500,48453042500,2020.0,42500.0,Travis County,Texas,212.0,11.0,57.0,110.0,34.0,2860.0,55.0,95.0,746.0,620.0,188.0,884.0,272.0,5.2,26.9,51.9,16.0,1.9,3.3,26.1,21.7,6.6,30.9,9.5,1583.0,101208.0,103845.0,4521.0,1001.0,22.1,3520.0,77.9,1670.0,36.9,975.0,21.6,129.0,2.9,503.0,11.1,0.0,0.0,120.0,2.7,123.0,2.7
Manor H S,Manor ISD,450.0,431.0,<450,<400,88.6,<25,3.7,<50,10.7,Texas,30.3530641,-97.5618741,12700 Gregg Manor Road,78653,Travis County,Manor,48453,"12700 Gregg Manor Road, Manor, Texas, 78653",042400,48453042400,2020.0,42400.0,Travis County,Texas,567.0,11.0,105.0,155.0,296.0,6974.0,241.0,371.0,1240.0,1333.0,586.0,1774.0,1429.0,1.9,18.5,27.3,52.2,3.5,5.3,17.8,19.1,8.4,25.4,20.5,3331.0,109772.0,117081.0,10212.0,2467.0,24.2,7745.0,75.8,3472.0,34.0,2511.0,24.6,29.0,0.3,1409.0,13.8,0.0,0.0,25.0,0.2,299.0,2.9
Manor Excel Academy,Manor ISD,369.0,391.0,<50,<25,20.0,<25,,<25,,Texas,30.3410611,-97.5498841,600 East Parsons Street,78653,Travis County,Manor,48453,"600 East Parsons Street, Manor, Texas, 78653",002218,48453002218,2020.0,2218.0,Travis County,Texas,236.0,22.0,167.0,32.0,15.0,2554.0,254.0,25.0,759.0,1037.0,175.0,247.0,57.0,9.3,70.8,13.6,6.4,9.9,1.0,29.7,40.6,6.9,9.7,2.2,1291.0,83482.0,76054.0,3725.0,1581.0,42.4,2144.0,57.6,844.0,22.7,1236.0,33.2,0.0,0.0,18.0,0.5,0.0,0.0,0.0,0.0,46.0,1.2
Manor New Technology High,Manor ISD,488.0,464.0,<100,<100,100.0,<25,8.2,<25,23.7,Texas,30.3448155,-97.5734938,10323 U.S. 290,78653,Travis County,Manor,48453,"10323 U.S. 290, Manor, Texas, 78653",002217,48453002217,2020.0,2217.0,Travis County,Texas,471.0,79.0,132.0,193.0,67.0,2817.0,168.0,577.0,713.0,707.0,113.0,356.0,183.0,16.8,28.0,41.0,14.2,6.0,20.5,25.3,25.1,4.0,12.6,6.5,1483.0,72195.0,83989.0,5076.0,2371.0,46.7,2705.0,53.3,1251.0,24.6,1243.0,24.5,0.0,0.0,158.0,3.1,0.0,0.0,0.0,0.0,53.0,1.0
Westlake H S,Eanes ISD,649.0,664.0,691,560,81.0,437,78.0,510,91.1,Texas,30.2756168,-97.8125269,4100 Westbank Drive,78746,Travis County,Austin,48453,"4100 Westbank Drive, Austin, Texas, 78746",001918,48453001918,2020.0,1918.0,Travis County,Texas,94.0,14.0,65.0,0.0,15.0,1821.0,1.0,16.0,76.0,153.0,38.0,615.0,922.0,14.9,69.1,0.0,16.0,0.1,0.9,4.2,8.4,2.1,33.8,50.6,932.0,189375.0,239685.0,2601.0,480.0,18.5,2121.0,81.5,2029.0,78.0,1.0,0.0,0.0,0.0,53.0,2.0,0.0,0.0,0.0,0.0,38.0,1.5
Del Valle H S,Del Valle ISD,443.0,443.0,<650,<625,97.0,<25,3.9,<100,14.2,Texas,30.1801157,-97.611976,5201 Ross Road,78617,Travis County,N/A,48453,"5201 Ross Road, N/A, Texas, 78617",002453,48453002453,2020.0,2453.0,Travis County,Texas,596.0,161.0,91.0,316.0,28.0,3655.0,484.0,664.0,1066.0,870.0,162.0,344.0,65.0,27.0,15.3,53.0,4.7,13.2,18.2,29.2,23.8,4.4,9.4,1.8,1826.0,65087.0,144132.0,6370.0,4717.0,74.1,1653.0,25.9,929.0,14.6,640.0,10.0,0.0,0.0,39.0,0.6,0.0,0.0,19.0,0.3,26.0,0.4
Del Valle Opportunity Ctr,Del Valle ISD,476.0,419.0,<100,<25,9.5,<25,,<25,11.1,Texas,30.1763169,-97.61267079999999,5301B Ross Road,78617,Travis County,N/A,48453,"5301B Ross Road, N/A, Texas, 78617",002453,48453002453,2020.0,2453.0,Travis County,Texas,596.0,161.0,91.0,316.0,28.0,3655.0,484.0,664.0,1066.0,870.0,162.0,344.0,65.0,27.0,15.3,53.0,4.7,13.2,18.2,29.2,23.8,4.4,9.4,1.8,1826.0,65087.0,144132.0,6370.0,4717.0,74.1,1653.0,25.9,929.0,14.6,640.0,10.0,0.0,0.0,39.0,0.6,0.0,0.0,19.0,0.3,26.0,0.4
Lago Vista H S,Lago Vista ISD,562.0,537.0,99,66,66.7,20,30.3,33,50.0,Texas,30.441152,-97.9789017,5185 Lohman Ford Road,78645,Travis County,Lago Vista,48453,"5185 Lohman Ford Road, Lago Vista, Texas, 78645",037600,48453037600,2020.0,37600.0,Travis County,Texas,136.0,2.0,74.0,39.0,21.0,2581.0,60.0,87.0,492.0,608.0,195.0,735.0,404.0,1.5,54.4,28.7,15.4,2.3,3.4,19.1,23.6,7.6,28.5,15.7,1319.0,97014.0,142406.0,3290.0,377.0,11.5,2913.0,88.5,2726.0,82.9,48.0,1.5,46.0,1.4,18.0,0.5,0.0,0.0,32.0,1.0,43.0,1.3
Lake Travis H S,Lake Travis ISD,601.0,593.0,737,616,83.6,327,53.1,470,76.3,Texas,30.3273846,-97.96996659999999,3324 Ranch Road 620 South,78738,Travis County,Austin,48453,"3324 Ranch Road 620 South, Austin, Texas, 78738",037000,48453037000,2020.0,37000.0,Travis County,Texas,75.0,6.0,12.0,29.0,28.0,3202.0,5.0,48.0,361.0,501.0,99.0,1680.0,508.0,8.0,16.0,38.7,37.3,0.2,1.5,11.3,15.6,3.1,52.5,15.9,1924.0,97366.0,134362.0,4325.0,388.0,9.0,3937.0,91.0,2749.0,63.6,46.0,1.1,15.0,0.3,852.0,19.7,0.0,0.0,5.0,0.1,270.0,6.2
Groveton J H-H S,Groveton ISD,531.0,526.0,<50,<25,46.8,<25,13.6,<25,36.4,Texas,31.1128188,-95.18492189999999,,N/A,Trinity County,N/A,48455,,950200,48455950200,2020.0,950200.0,Trinity County,Texas,337.0,32.0,142.0,163.0,0.0,2700.0,213.0,433.0,909.0,678.0,115.0,319.0,33.0,9.5,42.1,48.4,0.0,7.9,16.0,33.7,25.1,4.3,11.8,1.2,1521.0,40448.0,50668.0,3666.0,378.0,10.3,3288.0,89.7,3025.0,82.5,252.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.3
